,Employee ID,Burn Rate
0,fffe31003300390039003000,0.5972853336439605
1,fffe31003300310037003800,0.3265360111224896
2,fffe33003400380035003900,0.41106482996246857
3,fffe3100370039003200,0.43504018960562424
4,fffe32003600390036003700,0.5187086628549322
5,fffe3600390032003200,0.5099461853503495
6,fffe3600370032003200,0.3379056544510349
7,fffe32003900390030003000,0.6320958334202624
8,fffe3100370031003000,0.5912409743524967
9,fffe31003500320037003600,0.4754857672461083
10,fffe3400370031003100,0.43703324789437725
11,fffe32003800300035003300,0.38959075413124555
12,fffe31003700380037003700,0.39854055228004015
13,fffe33003400300038003900,0.5934675142180517
14,fffe33003100300039003600,0.5977061358649745
15,fffe33003400380038003300,0.5597970034994997
16,fffe33003400310032003500,0.6074211702007408
17,fffe33003400360032003000,0.7656495417928697
18,fffe32003800360033003400,0.2686690397454679
19,fffe3600350031003700,0.4256656049656595
20,fffe3200310033003500,0.3721480960423628
21,fffe370039003500,0.1605800157772445
22,fffe32003500340036003200,0.44727605257015773
23,fffe360038003200,0.6344118349834138
24,fffe31003800300039003900,0.5163309943376151
25,fffe32003500310034003200,0.4021150318136739
26,fffe33003100320039003300,0.4729091457084929
27,fffe33003000330034003700,0.34356938778409074
28,fffe32003500310039003300,0.36446076013420675
29,fffe31003500310033003200,0.29995036115297047
30,fffe31003900320038003800,0.36262049393316237
31,fffe31003400340039003000,0.8376903865252243
32,fffe390033003000,0.3589441711827569
33,fffe3700360033003400,-0.0075870143696668835
34,fffe31003700390034003900,0.16074266522273903
35,fffe31003700360035003900,0.6433066999911152
36,fffe31003200370037003900,0.3577219967870784
37,fffe31003400310038003500,0.40754215906752717
38,fffe32003200370033003000,0.39689359139319164
39,fffe31003300320036003300,0.33752502849262694
40,fffe3900390034003600,0.5507608681555092
41,fffe32003300310032003600,0.2147975764623084
42,fffe3500360039003300,0.8140044161245794
43,fffe3700340039003900,0.6927729079117013
44,fffe31003400370032003200,0.3206945891214804
45,fffe360032003200,0.2567619941006499
46,fffe33003100340030003600,0.6660343542721194
47,fffe31003500300037003700,0.32016283451131033
48,fffe31003600390038003800,0.3566655963392952
49,fffe33003300360030003500,0.5524596376810502
50,fffe3900380030003300,0.3641106784621462
51,fffe31003700330034003500,0.3698107153700058
52,fffe31003500360036003900,0.36798030652674735
53,fffe3200380033003100,0.6251736221167241
54,fffe3900360033003900,0.6801161311438
55,fffe33003000370031003200,0.5227656115637456
56,fffe32003700370036003200,0.19980341902205004
57,fffe31003400320034003300,0.44268734925117437
58,fffe32003600360034003200,0.26132204195075964
59,fffe32003700380035003100,0.7119810158001649
60,fffe31003400350034003200,0.1713757278331861
61,fffe31003000320038003200,0.5438935899930641
62,fffe32003400300030003800,0.5216141017122633
63,fffe32003600320038003300,0.4511456806347589
64,fffe3300340035003700,0.3668344443813676
65,fffe31003900320032003000,0.3391680051093194
66,fffe3300370032003100,0.3527526675096872
67,fffe33003300350038003900,0.20878774572734815
68,fffe32003900360038003700,0.2770814355779899
69,fffe3100380033003400,0.5242212675362259
70,fffe3900390032003500,0.16019938981883663
71,fffe32003200320035003600,0.24410134464494648
72,fffe32003700380031003900,0.22505588620197736
73,fffe3400330034003000,0.408794877749553
74,fffe33003300380035003400,0.2820507648553811
75,fffe3300380034003000,0.5280390869621348
76,fffe32003500360039003200,0.5967881075902939
77,fffe31003700360038003600,0.40164494415766955
78,fffe33003300370036003200,0.5857685459338091
79,fffe3200340039003500,0.5280390869621348
80,fffe3600300036003500,0.6555943715943411
81,fffe31003300370032003000,0.5779300813738908
82,fffe3700360036003700,0.6367305860894814
83,fffe33003200390030003200,0.12466394170052283
84,fffe31003500340035003100,0.6046323314386688
85,fffe33003000350035003300,0.039312203989562436
86,fffe31003400300036003000,0.7151199362342977
87,fffe31003700330035003200,0.45550677546457025
88,fffe33003000320032003400,0.4405126180243119
89,fffe32003300350034003700,0.2576858954629602
90,fffe32003200340034003400,0.37165662927715276
91,fffe3800380035003100,0.1789160309420902
92,fffe33003100310039003900,0.6169142437534381
93,fffe3700330032003300,0.38113818203611755
94,fffe32003300390033003900,0.49234486208612854
95,fffe31003500370037003700,0.38573275844273064
96,fffe32003000310035003500,0.25124540514920013
97,fffe38003200,0.7312292999512346
98,fffe31003900310032003600,0.7092628975870461
99,fffe32003200320039003900,0.21488703815990495
100,fffe33003000360035003200,0.4786246876802411
101,fffe33003100390031003800,0.628459686932463
102,fffe32003800360031003400,0.6658008726953177
103,fffe32003300320034003300,0.6847048344627833
104,fffe3800330032003400,0.43041695773013744
105,fffe3600380038003000,0.4159545549000492
106,fffe32003500320030003700,0.33148066920116326
107,fffe33003400330032003600,0.2693784830235913
108,fffe32003300380030003600,0.6416597391042667
109,fffe31003000360032003900,0.7096129792591066
110,fffe3300310032003500,0.26736640124222333
111,fffe3200320033003000,0.7594580381198
112,fffe340032003600,0.41977802203206066
113,fffe3900390036003500,0.8191766826924252
114,fffe3900310039003900,0.3809352447456629
115,fffe3700390037003100,0.42513783462564564
116,fffe31003200340031003600,0.5976659596023683
117,fffe33003200380038003800,0.3355376179099766
118,fffe32003400380038003200,0.4233870301221978
119,fffe32003300330037003600,0.2800270506979268
120,fffe33003400360030003700,0.4042464622755296
121,fffe31003900340030003800,0.3686993817811295
122,fffe33003400300037003400,0.4457917411288037
123,fffe3400360035003700,0.5143475680251208
124,fffe33003000340039003100,0.5031309421658114
125,fffe32003000390030003300,0.5921935311836808
126,fffe32003800300030003000,0.13331546681594925
127,fffe32003500300032003800,0.42745971023411417
128,fffe3800330032003700,0.6821398453012542
129,fffe32003900380039003600,0.2696668977414862
130,fffe3200310031003300,0.33829591238570145
131,fffe32003700350038003000,0.4505621173858965
132,fffe31003800370033003700,0.42161430396294886
133,fffe33003300380038003100,0.7096129792591066
134,fffe31003400340030003400,0.3631982978935682
135,fffe31003000340030003400,0.3392082929542794
136,fffe31003400330032003700,0.15711227802339622
137,fffe31003700310030003300,0.5297223514237872
138,fffe31003300310033003300,0.711640566104363
139,fffe33003400330031003500,0.5694717499903061
140,fffe32003800300036003800,0.6540927800707981
141,fffe33003000300032003900,-0.02735742115464785
142,fffe32003800390035003700,0.3397515683581818
143,fffe3400320036003200,0.5106768929808181
144,fffe33003200390038003700,0.45274848098884535
145,fffe33003100380035003700,0.23055697008953868
